pid,product_name,brand,product_url,retail_price,discounted_price,product_rating
ABQEJ7YQTNQGMXZV,Momin Libas AK2414 Kashibo Solid Abaya No,Momin Libas,http://www.flipkart.com/momin-libas-ak2414-kashibo-solid-abaya-no/p/itmej7ypx52wk3th?pid=ABQEJ7YQTNQGMXZV,3999,2398,No rating available
ACBEA4494GNXG3TZ,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmecjt7xhnghwmz?pid=ACBEA4494GNXG3TZ,749,449,4
ACBEA4495H4WS89A,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmecjt7pw6xfygy?pid=ACBEA4495H4WS89A,749,449,4
ACBEA4496CMCQZCU,lil'posh Top With Skirts Girl's  Combo,,http://www.flipkart.com/lil-posh-top-skirts-girl-s-combo/p/itmecjt7gwjvrhrr?pid=ACBEA4496CMCQZCU,1099,659,No rating available
ACBEA4496TX8ZZV4,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmecjt7mgh3whq5?pid=ACBEA4496TX8ZZV4,749,449,4
ACBEA4498A9CBFRX,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmecjt7g8g6z8fq?pid=ACBEA4498A9CBFRX,749,449,4
ACBEA4498TDPW6JP,lil'posh Top With Skirts Girl's  Combo,,http://www.flipkart.com/lil-posh-top-skirts-girl-s-combo/p/itmecjt7x95fyys3?pid=ACBEA4498TDPW6JP,1099,659,No rating available
ACBEA449AW9GBEUE,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmecjt7whpggxqh?pid=ACBEA449AW9GBEUE,749,449,4
ACBEA449EDYHB9ZA,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmeahtwxwtmhxzq?pid=ACBEA449EDYHB9ZA,799,479,4
ACBEA449GB89ADNG,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmea449fcjhfg6d?pid=ACBEA449GB89ADNG,799,479,4
ACBEA449K34MHNGG,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmeahtwt9x2cnxz?pid=ACBEA449K34MHNGG,799,479,4
ACBEA449RNQG3NMX,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmecjt7h9nrgwjr?pid=ACBEA449RNQG3NMX,749,449,4
ACBEA449RSHGJ4GE,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmea449pdbfkymh?pid=ACBEA449RSHGJ4GE,799,479,4
ACBEA449WHCY6BRR,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmecjt7nxnhjhmv?pid=ACBEA449WHCY6BRR,749,449,4
ACBEA449YYQTABFN,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmeahtvy9snetw9?pid=ACBEA449YYQTABFN,799,479,4
ACBEA449ZGSRGHXF,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmeahtwg89z7zth?pid=ACBEA449ZGSRGHXF,799,479,4
ACBEA449ZTQWXSPV,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmeahtwhatgdtrr?pid=ACBEA449ZTQWXSPV,799,479,4
ACBEA449ZZJEYJFG,Oye Top With Skirts Girl's  Combo,,http://www.flipkart.com/oye-top-skirts-girl-s-combo/p/itmea4499n3ymffm?pid=ACBEA449ZZJEYJFG,799,479,4
ACBEAGHHHWJAHA9C,Oye Top Girl's  Combo,,http://www.flipkart.com/oye-top-girl-s-combo/p/itmecjt9hfwxkpc5?pid=ACBEAGHHHWJAHA9C,799,479,No rating available
ACBEAGHHRM5FWHXB,Oye Top Girl's  Combo,,http://www.flipkart.com/oye-top-girl-s-combo/p/itmecjt8bxjhmkzx?pid=ACBEAGHHRM5FWHXB,799,719,No rating available
ACBEAGHHSUKWYKFX,Oye Top Girl's  Combo,,http://www.flipkart.com/oye-top-girl-s-combo/p/itmebwtgzazxu2a5?pid=ACBEAGHHSUKWYKFX,799,479,4
ACBEAKUFWNGHDNXZ,Hawai Combo Girl's  Combo,,http://www.flipkart.com/hawai-combo-girl-s/p/itmecjtcfygqmnxe?pid=ACBEAKUFWNGHDNXZ,2749,1099,No rating available
ACBEAWCZBU7RZGGJ,Jewlook Neck Tie Men's  Combo,,http://www.flipkart.com/jewlook-neck-tie-men-s-combo/p/itmeawcz46brpusa?pid=ACBEAWCZBU7RZGGJ,1799,899,No rating available
ACBEB3489M4NQZBD,Elite Neckties Necktie Men's  Combo,,http://www.flipkart.com/elite-neckties-necktie-men-s-combo/p/itmeb348hfcmhfh7?pid=ACBEB3489M4NQZBD,1199,399,No rating available
ACBECFGT5ZWMXAVZ,Navaksha Necktie Men's  Combo,,http://www.flipkart.com/navaksha-necktie-men-s-combo/p/itmecfgtjukazzsh?pid=ACBECFGT5ZWMXAVZ,1550,756,No rating available
ACBECFGT6YXGSNU4,Navaksha Necktie Men's  Combo,,http://www.flipkart.com/navaksha-necktie-men-s-combo/p/itmecfgtp8zezxfa?pid=ACBECFGT6YXGSNU4,1550,756,No rating available
ACBECFGT74DBRJRT,Navaksha Necktie Men's  Combo,,http://www.flipkart.com/navaksha-necktie-men-s-combo/p/itmecfgt63pjwpgn?pid=ACBECFGT74DBRJRT,1550,756,No rating available
ACBECFGT7MVYRRHJ,Navaksha Necktie Men's  Combo,,http://www.flipkart.com/navaksha-necktie-men-s-combo/p/itmecfgtwubbuetp?pid=ACBECFGT7MVYRRHJ,1550,756,No rating available
BBAE7F9BHY3SSBGM,Sukkhi Alloy Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-alloy-yellow-gold-bangle-set/p/itme7f9bhd7dy8en?pid=BBAE7F9BHY3SSBGM,1563,399,4.5
BBAE7F9BPKWVAG2N,"Sukkhi Alloy Yellow Gold, Rhodium Bangle Set",Sukkhi,http://www.flipkart.com/sukkhi-alloy-yellow-gold-rhodium-bangle-set/p/itme7f9bmumsbg4f?pid=BBAE7F9BPKWVAG2N,1630,449,No rating available
BBAE7F9BPWRPENYR,Sukkhi Copper Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-copper-yellow-gold-bangle-set/p/itme7f9b9zzg5xb3?pid=BBAE7F9BPWRPENYR,1630,429,No rating available
BBAE7F9BSHTHXGHJ,Sukkhi Copper Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-copper-yellow-gold-bangle-set/p/itme7f9bkppjjzuy?pid=BBAE7F9BSHTHXGHJ,1863,499,No rating available
BBAE7F9BTGBDGXZQ,Sukkhi Copper Rhodium Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-copper-rhodium-bangle-set/p/itme7f9cyb62be9m?pid=BBAE7F9BTGBDGXZQ,1397,369,No rating available
BBAE7F9BTKFHMUEY,Sukkhi Copper Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-copper-yellow-gold-bangle-set/p/itme7f9bwvyw2thh?pid=BBAE7F9BTKFHMUEY,1863,479,No rating available
BBAE7F9BXDKZVUZM,Sukkhi Brass Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-brass-yellow-gold-bangle-set/p/itme7f9bqhczf6fp?pid=BBAE7F9BXDKZVUZM,1763,449,No rating available
BBAE7F9BYCKDJDZG,Sukkhi Brass Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-brass-yellow-gold-bangle-set/p/itme7f9bun4yehd7?pid=BBAE7F9BYCKDJDZG,1763,449,No rating available
BBAE7F9BYHHXHFEK,Sukkhi Copper Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-copper-yellow-gold-bangle-set/p/itme7f9bvr3tyqub?pid=BBAE7F9BYHHXHFEK,1630,429,No rating available
BBAE7F9BYJ5U8QUE,Sukkhi Brass Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-brass-yellow-gold-bangle-set/p/itme7f9ba7mztcfj?pid=BBAE7F9BYJ5U8QUE,1763,449,No rating available
BBAE7F9BYYHZZEQB,Sukkhi Copper Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-copper-yellow-gold-bangle-set/p/itme7f9bzahk6qz7?pid=BBAE7F9BYYHZZEQB,1730,449,No rating available
BBAE7F9BZ4GXT6PN,Sukkhi Brass Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-brass-yellow-gold-bangle-set/p/itme7f9byau84yfw?pid=BBAE7F9BZ4GXT6PN,1763,449,No rating available
BBAE7F9BZPPMFZWP,Sukkhi Copper Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-copper-yellow-gold-bangle-set/p/itme7f9bwn7tapmy?pid=BBAE7F9BZPPMFZWP,1397,369,No rating available
BBAE7F9CHZYTSS2D,Sukkhi Alloy Yellow Gold Bangle Set,Sukkhi,http://www.flipkart.com/sukkhi-alloy-yellow-gold-bangle-set/p/itme7f9buhsbcnph?pid=BBAE7F9CHZYTSS2D,1530,389,No rating available
BBAE7NV7VGADXVYS,BGS Alloy Charm Bracelet,BGS,http://www.flipkart.com/bgs-alloy-charm-bracelet/p/itme7nv7jtj97hwj?pid=BBAE7NV7VGADXVYS,999,499,No rating available
BBAE7NV7WHCTXDZR,BGS Alloy Charm Bracelet,BGS,http://www.flipkart.com/bgs-alloy-charm-bracelet/p/itme7nv75pcfgwpx?pid=BBAE7NV7WHCTXDZR,599,299,No rating available
BBAE7QJKMGUHVB2F,R18jewels-Fashion&U Metal Crystal Bangle,R18jewels-Fashion&U,http://www.flipkart.com/r18jewels-fashion-u-metal-crystal-bangle/p/itme7qjkrf9egxsz?pid=BBAE7QJKMGUHVB2F,1150,279,No rating available
BBAE7QTPGDJESHNS,"My Design Brass, Alloy Yellow Gold Bangle Set",My Design,http://www.flipkart.com/my-design-brass-alloy-yellow-gold-bangle-set/p/itme7qtpxpfxekxe?pid=BBAE7QTPGDJESHNS,700,655,5
BBAE7SSNKUZPRZNU,Shahi Handicraft Plastic Chudas,Shahi Handicraft,http://www.flipkart.com/shahi-handicraft-plastic-chudas/p/itme7ssnwf9yetqj?pid=BBAE7SSNKUZPRZNU,5000,3400,No rating available
BBAE7UEWQF5YJPCM,Swaraj Alloy Rose Gold Charm Bracelet,Swaraj,http://www.flipkart.com/swaraj-alloy-rose-gold-charm-bracelet/p/itme7uewra4y3cz5?pid=BBAE7UEWQF5YJPCM,700,299,No rating available
BBAE7VKY5GBHYGBX,Trove Metal Bangle,Trove,http://www.flipkart.com/trove-metal-bangle/p/itme7vkyggcvrqgt?pid=BBAE7VKY5GBHYGBX,300,180,No rating available
BBAE7WGBNCZZ5RPY,SRSB Metal Bracelet,SRSB,http://www.flipkart.com/srsb-metal-bracelet/p/itme7wgbubxfgzxb?pid=BBAE7WGBNCZZ5RPY,999,625,No rating available
BBAE7XF3YCY4JRQU,NEVI Multi Coloured Designer Brass Swarovski Crystal Rhodium Bracelet,NEVI,http://www.flipkart.com/nevi-multi-coloured-designer-brass-swarovski-crystal-rhodium-bracelet/p/itme7xf3ceadhngg?pid=BBAE7XF3YCY4JRQU,6500,1599,No rating available
BBAE7YVPMTU2PJFX,Luxor Alloy Yellow Gold Bangle Set,Luxor,http://www.flipkart.com/luxor-alloy-yellow-gold-bangle-set/p/itme7yvps9rnzzx5?pid=BBAE7YVPMTU2PJFX,1026,290,No rating available
BBAE7YVPPEGDNGP4,Luxor Alloy Yellow Gold Bangle Set,Luxor,http://www.flipkart.com/luxor-alloy-yellow-gold-bangle-set/p/itme7yvpzpjrfdf9?pid=BBAE7YVPPEGDNGP4,809,199,2.5
BBAE7YVPVNQHDKDH,Luxor Alloy Yellow Gold Bangle Set,Luxor,http://www.flipkart.com/luxor-alloy-yellow-gold-bangle-set/p/itme7yvpnzjq3b7c?pid=BBAE7YVPVNQHDKDH,1321,375,No rating available
BBAE7YXHGRREUWXG,Peora Sterling Silver Rose Gold Bracelet,Peora,http://www.flipkart.com/peora-sterling-silver-rose-gold-bracelet/p/itme7yxhqasezg9t?pid=BBAE7YXHGRREUWXG,1900,1520,No rating available
BBAE7Z93CDHMJEZU,Vidhya Kangan Blue Metal Rhodium Bangle Set,Vidhya Kangan,http://www.flipkart.com/vidhya-kangan-blue-metal-rhodium-bangle-set/p/itme7z93s5nf3gbj?pid=BBAE7Z93CDHMJEZU,500,300,No rating available
BBAE7Z93PGGAD2ZH,Vidhya Kangan Blue Metal Rhodium Bangle Set,Vidhya Kangan,http://www.flipkart.com/vidhya-kangan-blue-metal-rhodium-bangle-set/p/itme7z9334htgqpf?pid=BBAE7Z93PGGAD2ZH,700,500,No rating available
BBAE7Z93RYAJP662,Vidhya Kangan Blue Metal Rhodium Bangle Set,Vidhya Kangan,http://www.flipkart.com/vidhya-kangan-blue-metal-rhodium-bangle-set/p/itme7z93apcs68hu?pid=BBAE7Z93RYAJP662,700,500,No rating available
BBAE826BG9W2VGPN,R18Jewels-Fashion&U Princess Happiness Metal Bangle Set,R18Jewels-Fashion&U,http://www.flipkart.com/r18jewels-fashion-u-princess-happiness-metal-bangle-set/p/itme826cz6xgtsfe?pid=BBAE826BG9W2VGPN,810,297,No rating available
BBAE826BRNZP6CGP,R18Jewels-Fashion&U Sparkling Princess Metal Bangle Set,R18Jewels-Fashion&U,http://www.flipkart.com/r18jewels-fashion-u-sparkling-princess-metal-bangle-set/p/itme826c65tkfgmu?pid=BBAE826BRNZP6CGP,555,198,No rating available
BBAE826BYDDRBBBV,R18Jewels-Fashion&U Princess Gorgeous Metal Bangle Set,R18Jewels-Fashion&U,http://www.flipkart.com/r18jewels-fashion-u-princess-gorgeous-metal-bangle-set/p/itme826cq246bae4?pid=BBAE826BYDDRBBBV,650,198,No rating available
BBAE82VSFN92EYGZ,The Fine World Metal Zircon Brass Bangle Set,The Fine World,http://www.flipkart.com/fine-world-metal-zircon-brass-bangle-set/p/itme82vs8yprqcwj?pid=BBAE82VSFN92EYGZ,365,329,No rating available
BBAE869BSSPZ2VGZ,Leshya Brass Brass Bangle Set,Leshya,http://www.flipkart.com/leshya-brass-bangle-set/p/itme869b4jgdnbrg?pid=BBAE869BSSPZ2VGZ,1450,599,No rating available
BBAE86DX3ZPWSKPU,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme86dxz3z6j55f?pid=BBAE86DX3ZPWSKPU,1600,450,No rating available
BBAE86J6VWJH6XUE,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme86j6wuqyqznf?pid=BBAE86J6VWJH6XUE,2000,330,No rating available
BBAE86J6ZYXTPZCZ,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme86j6yymdfhvz?pid=BBAE86J6ZYXTPZCZ,1600,330,No rating available
BBAE87CF49NZBEEJ,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme87c2jucsgdnz?pid=BBAE87CF49NZBEEJ,1000,350,No rating available
BBAE87ZDKUS6XFTR,"R18Jewels-Fashion&U Peacock Princess Metal, Enamel Yellow Gold Bangle",R18Jewels-Fashion&U,http://www.flipkart.com/r18jewels-fashion-u-peacock-princess-metal-enamel-yellow-gold-bangle/p/itme87zdadzvqwyx?pid=BBAE87ZDKUS6XFTR,1350,459,No rating available
BBAE8BXAAPA7CQYR,Jewels Galaxy Alloy Bangle Set,Jewels Galaxy,http://www.flipkart.com/jewels-galaxy-alloy-bangle-set/p/itme8bxa3dnfzfwz?pid=BBAE8BXAAPA7CQYR,2999,999,No rating available
BBAE8BXAC6H5ZG7G,Jewels Galaxy Alloy Bangle Set,Jewels Galaxy,http://www.flipkart.com/jewels-galaxy-alloy-bangle-set/p/itme8bxaffwrthzd?pid=BBAE8BXAC6H5ZG7G,2499,899,No rating available
BBAE8BXADJFFMQKC,Jewels Galaxy Alloy Bangle Set,Jewels Galaxy,http://www.flipkart.com/jewels-galaxy-alloy-bangle-set/p/itme8bxaqbckyghf?pid=BBAE8BXADJFFMQKC,1499,599,No rating available
BBAE8BXADJRG9KNP,Jewels Galaxy Alloy Bangle Set,Jewels Galaxy,http://www.flipkart.com/jewels-galaxy-alloy-bangle-set/p/itme8bxab5x62zag?pid=BBAE8BXADJRG9KNP,3999,1499,No rating available
BBAE8BXAEJ8ZWUAJ,Jewels Galaxy Alloy Bangle Set,Jewels Galaxy,http://www.flipkart.com/jewels-galaxy-alloy-bangle-set/p/itme8bxaktgmbzkq?pid=BBAE8BXAEJ8ZWUAJ,1999,599,No rating available
BBAE8BXAJUPWKEFY,Jewels Galaxy Alloy Bangle Set,Jewels Galaxy,http://www.flipkart.com/jewels-galaxy-alloy-bangle-set/p/itme8bxamzmn3wdg?pid=BBAE8BXAJUPWKEFY,2499,799,No rating available
BBAE8BXAWZGNBJUS,Jewels Galaxy Alloy Bangle Set,Jewels Galaxy,http://www.flipkart.com/jewels-galaxy-alloy-bangle-set/p/itme8bxacyghpxrz?pid=BBAE8BXAWZGNBJUS,3999,999,No rating available
BBAE8BXAYT3GAMEV,Jewels Galaxy Alloy Bangle Set,Jewels Galaxy,http://www.flipkart.com/jewels-galaxy-alloy-bangle-set/p/itme8bxa3em7mdtz?pid=BBAE8BXAYT3GAMEV,2999,1699,No rating available
BBAE8E45ZJDHQ5RA,Taj Pearl Alloy Bracelet,Taj Pearl,http://www.flipkart.com/taj-pearl-alloy-bracelet/p/itme8e452umzcbff?pid=BBAE8E45ZJDHQ5RA,850,650,No rating available
BBAE8FAGZRY2DMXU,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme8fag9dtybqgf?pid=BBAE8FAGZRY2DMXU,2000,414,No rating available
BBAE8FRGGWMFXAKN,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme8frgfmhyfkzs?pid=BBAE8FRGGWMFXAKN,500,174,No rating available
BBAE8HKQH87BRNPH,Cocktail Copper Cubic Zirconia Copper Bangle,Cocktail,http://www.flipkart.com/cocktail-copper-cubic-zirconia-bangle/p/itme8hkqayfxknqm?pid=BBAE8HKQH87BRNPH,1550,399,No rating available
BBAE8HKQVYY2ZVWK,Cocktail Copper Cubic Zirconia Copper Bangle,Cocktail,http://www.flipkart.com/cocktail-copper-cubic-zirconia-bangle/p/itme8hkq3mjwdhxe?pid=BBAE8HKQVYY2ZVWK,2399,399,No rating available
BBAE8HKQYYNN4ZG3,Cocktail Copper Cubic Zirconia Copper Bangle Set,Cocktail,http://www.flipkart.com/cocktail-copper-cubic-zirconia-bangle-set/p/itme8hkqvdvawrut?pid=BBAE8HKQYYNN4ZG3,1699,349,No rating available
BBAE8HKQZGTEXPQD,Cocktail Copper Cubic Zirconia Copper Bangle Set,Cocktail,http://www.flipkart.com/cocktail-copper-cubic-zirconia-bangle-set/p/itme8hkqpgzwhxrr?pid=BBAE8HKQZGTEXPQD,1399,349,No rating available
BBAE8JJH2F47KTHD,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme8jjhpuc7mjme?pid=BBAE8JJH2F47KTHD,2000,388,No rating available
BBAE8M4X9GA77PAD,Vidhya Kangan Dark Bule Metal Rhodium Bangle Set,Vidhya Kangan,http://www.flipkart.com/vidhya-kangan-dark-bule-metal-rhodium-bangle-set/p/itme8m4xe52bzmzq?pid=BBAE8M4X9GA77PAD,1000,500,No rating available
BBAE8M4XNFPWUVAF,Vidhya Kangan Blue Metal Rhodium Bangle Set,Vidhya Kangan,http://www.flipkart.com/vidhya-kangan-blue-metal-rhodium-bangle-set/p/itme8m4xc9pvabyd?pid=BBAE8M4XNFPWUVAF,1000,500,No rating available
BBAE8N3AS7G4VKZZ,Jewelz Metal Yellow Gold Bracelet,Jewelz,http://www.flipkart.com/jewelz-metal-yellow-gold-bracelet/p/itme8n3ajee3sjgy?pid=BBAE8N3AS7G4VKZZ,958,287,No rating available
BBAE8P92DXCZPZTJ,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme8p92mtbvzbfm?pid=BBAE8P92DXCZPZTJ,2000,701,No rating available
BBAE8PAXRUHPKAVY,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme8paxyh9gphzr?pid=BBAE8PAXRUHPKAVY,3000,650,No rating available
BBAE8QEFYAQFSPHP,Jewels Mountain Sterling Silver Zircon Bracelet,Jewels Mountain,http://www.flipkart.com/jewels-mountain-sterling-silver-zircon-bracelet/p/itme8qefhzypmatf?pid=BBAE8QEFYAQFSPHP,2800,2150,5
BBAE8TJ3RKDA53HJ,Bajya Stainless Steel Kada,Bajya,http://www.flipkart.com/bajya-stainless-steel-kada/p/itme8tj3zgdahz2g?pid=BBAE8TJ3RKDA53HJ,1299,299,No rating available
BBAE8TZFTZNYFVAE,SG Creations Alloy Bangle Set,SG Creations,http://www.flipkart.com/sg-creations-alloy-bangle-set/p/itme8tzgymv5hxtn?pid=BBAE8TZFTZNYFVAE,780,199,No rating available
BBAE8UJP6A882UU6,Urthn Alloy Brass Bangle Set,Urthn,http://www.flipkart.com/urthn-alloy-brass-bangle-set/p/itme8ujpgqznqnvb?pid=BBAE8UJP6A882UU6,999,345,No rating available
BBAE8UJZ3PZHX2T6,Urthn Alloy Brass Bangle Set,Urthn,http://www.flipkart.com/urthn-alloy-brass-bangle-set/p/itme8ujpzfcvtgp5?pid=BBAE8UJZ3PZHX2T6,999,345,No rating available
BBAE8UJZQYKYMBPQ,Urthn Alloy Brass Bangle Set,Urthn,http://www.flipkart.com/urthn-alloy-brass-bangle-set/p/itme8ujpaxz4zgp2?pid=BBAE8UJZQYKYMBPQ,995,345,No rating available
BBAE8UJZREYRAQWP,Multiline Company Alloy Bangle Set,Multiline Company,http://www.flipkart.com/multiline-company-alloy-bangle-set/p/itme8ujzkfazz74m?pid=BBAE8UJZREYRAQWP,2100,378,No rating available
BBAE8UJZWPC6SHTY,Urthn Alloy Brass Bangle Set,Urthn,http://www.flipkart.com/urthn-alloy-brass-bangle-set/p/itme8ujpzhzgtnyf?pid=BBAE8UJZWPC6SHTY,995,345,No rating available
BBAE8VY5BQEAZGZK,Viva Fashions Fabric Bracelet,Viva Fashions,http://www.flipkart.com/viva-fashions-fabric-bracelet/p/itme8vy5dnxrqcyg?pid=BBAE8VY5BQEAZGZK,399,329,No rating available
BBAE8WCSBTFNXUYQ,Anjan Brass Cubic Zirconia Yellow Gold Kada,Anjan,http://www.flipkart.com/anjan-brass-cubic-zirconia-yellow-gold-kada/p/itme8wcs7hspprne?pid=BBAE8WCSBTFNXUYQ,1349,649,No rating available
BBAE8WCSGZAKUH4F,Anjan Brass Cubic Zirconia Yellow Gold Kada,Anjan,http://www.flipkart.com/anjan-brass-cubic-zirconia-yellow-gold-kada/p/itme8wcsqnzbguz3?pid=BBAE8WCSGZAKUH4F,1349,649,No rating available
BBAE8WCSJYCFVSMZ,Anjan Brass Cubic Zirconia Yellow Gold Kada,Anjan,http://www.flipkart.com/anjan-brass-cubic-zirconia-yellow-gold-kada/p/itme8wcsz6sb79r4?pid=BBAE8WCSJYCFVSMZ,1439,649,No rating available
BBAE8X4VNXA5SZCG,Anjan Brass Cubic Zirconia Yellow Gold Kada,Anjan,http://www.flipkart.com/anjan-brass-cubic-zirconia-yellow-gold-kada/p/itme8x4v568t983q?pid=BBAE8X4VNXA5SZCG,5769,2299,No rating available
BBAE8XUCJZHQCVPA,Anjan Brass Cubic Zirconia Yellow Gold Kada,Anjan,http://www.flipkart.com/anjan-brass-cubic-zirconia-yellow-gold-kada/p/itme8xucuyezy7yp?pid=BBAE8XUCJZHQCVPA,6819,2499,No rating available
BBAE8YHVDGXEGJWZ,Antariksh Alloy Platinum Bracelet,Antariksh,http://www.flipkart.com/antariksh-alloy-platinum-bracelet/p/itme8yhvzveetwm2?pid=BBAE8YHVDGXEGJWZ,800,560,No rating available
BBAE8YHVGRVFGFRJ,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme8yhvrszujcza?pid=BBAE8YHVGRVFGFRJ,900,365,No rating available
BBAE8YQE2ZC6AFEH,Kuhuk Plastic Bangle Set,Kuhuk,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme8yqevkzqjznz?pid=BBAE8YQE2ZC6AFEH,900,200,No rating available
BBAE8YSYGZEJDAT9,KUHUK Plastic Bangle Set,KUHUK,http://www.flipkart.com/kuhuk-plastic-bangle-set/p/itme8ysyaaxrhyze?pid=BBAE8YSYGZEJDAT9,900,350,No rating available
BBAE92NUTUXPVAG8,Arip Metal Rhodium Bracelet,Arip,http://www.flipkart.com/arip-metal-rhodium-bracelet/p/itme92nukgrsg2uz?pid=BBAE92NUTUXPVAG8,1199,288,No rating available
BBAE92NUZ48DBEZY,Arip Metal Rhodium Bracelet,Arip,http://www.flipkart.com/arip-metal-rhodium-bracelet/p/itme92nuwsfejzpf?pid=BBAE92NUZ48DBEZY,899,248,No rating available
BBAE92YW6CR5FNDP,Anjan Brass Cubic Zirconia Yellow Gold Kada,Anjan,http://www.flipkart.com/anjan-brass-cubic-zirconia-yellow-gold-kada/p/itme92yw8fwnsp22?pid=BBAE92YW6CR5FNDP,1729,869,No rating available
BBAE92YWHVVAGPFC,Anjan Brass Cubic Zirconia Yellow Gold Kada,Anjan,http://www.flipkart.com/anjan-brass-cubic-zirconia-yellow-gold-kada/p/itme92ywhpvtdqjh?pid=BBAE92YWHVVAGPFC,1729,649,No rating available
BBAE93ZHKUTNM94F,Glamour Gold Alloy Bracelet,Glamour Gold,http://www.flipkart.com/glamour-gold-alloy-bracelet/p/itme93zhm6pd47gt?pid=BBAE93ZHKUTNM94F,349,249,No rating available
CAGE68GGZGTFPZAE,Yardley English Lavender and English Lavender Combo Set,,http://www.flipkart.com/yardley-english-lavender-combo-set/p/itme68ggbsaqewjj?pid=CAGE68GGZGTFPZAE,380,324,No rating available
CAGE6DFWETTR4MUU,Jovan Satisfaction and White Musk Combo Set,,http://www.flipkart.com/jovan-satisfaction-white-musk-combo-set/p/itme6dfwdnc5jmhw?pid=CAGE6DFWETTR4MUU,340,321,No rating available
CAGE6DFWKJZZ5ZSD,Jovan Satisfaction and Musk Combo Set,,http://www.flipkart.com/jovan-satisfaction-musk-combo-set/p/itme6dfwwcttzkve?pid=CAGE6DFWKJZZ5ZSD,340,330,No rating available
CAGE6DFWZE3GCFVE,Jovan Musk and Sex Appeal Combo Set,,http://www.flipkart.com/jovan-musk-sex-appeal-combo-set/p/itme6dfwjahdrzpu?pid=CAGE6DFWZE3GCFVE,340,340,No rating available
CAGE6FYHBF3HYBWE,Hey You Cute Girl And Nice to wear Deo Combo Set,,http://www.flipkart.com/hey-you-cute-girl-nice-wear-deo-combo-set/p/itme6fyh9swbr9mp?pid=CAGE6FYHBF3HYBWE,398,319,No rating available
CAGE6FYK6VKUMRTT,Yardley Secret Crush Combo Set,,http://www.flipkart.com/yardley-secret-crush-combo-set/p/itme6fykfxu8fjr7?pid=CAGE6FYK6VKUMRTT,360,277,No rating available
